r1.csv,13,Duvall Murray Cobbs and Black show off their amazing talent and bring this simple but affecting story to life,http://en.wikipedia.org/wiki/Robert_Duvall,en.wikipedia.org/wiki/Bill_Murray ,en.wikipedia.org/wiki/Bill_Cobbs,en.wikipedia.org/wiki/Lucas_Black,,,,,
r1.csv,14,Obviously the dark nature of the story will turn off some audiences But the film will appeal to those who love the thriller genre,http://en.wikipedia.org/wiki/darkness,http://en.wikipedia.org/wiki/genre,http://en.wikipedia.org/wiki/appeal,http://en.wikipedia.org/wiki/thriller_(genre),,,,,
r1.csv,15,Tense kinetic intelligent and real,http://en.wikipedia.org/wiki/intelligence,real,,,,,,,
r1.csv,16,It is as much as anything else an expression of a personality an insistence that the singular voice of a single heart has meaning and can speak meaningfully across cultural boundaries both real and created,http://en.wikipedia.org/wiki/culture,http://en.wikipedia.org/wiki/personality_type,http://en.wikipedia.org/wiki/heart,meaning,boundaries,expression,,,
r1.csv,17,Basu strictly observes the Bmovie convention of giving the audience an embrace explosion or chase sequence at regular intervals If you dont like the genre wait three minutes,http://en.wikipedia.org/wiki/audience,http://en.wikipedia.org/wiki/genre,http://en.wikipedia.org/wiki/explosion,en.wikipedia.org/wiki/Bipasha_Basu,,,,,
r1.csv,18,A grisly and gripping horror movie,http://en.wikipedia.org/wiki/horror_film,,,,,,,,
r1.csv,19,A wearing examination,,,,,,,,,
r1.csv,20,Gripping lacerating moving and tragic  a work of documentary art,http://en.wikipedia.org/wiki/work_of_art,,,,,,,,
r1.csv,21,The latest chapter in Michael Apteds documentary series shows that at 49 lives reveal more about marriage and the life cycle than about class,http://en.wikipedia.org/wiki/marriage,http://en.wikipedia.org/wiki/documentary_film,http://en.wikipedia.org/wiki/Michael_Apted,,,,,,
r1.csv,22,You wont find a much bigger fan of the original than yours truly  and still I was very impressed with Reeves rendition,en.wikipedia.org/wiki/Keanu_Reeves ,en.wikipedia.org/wiki/Rendition_(film),,,,,,,
r1.csv,23,Powerhouse performances by Chris Cooper and Laura Linney highlight this taut political thriller,http://en.wikipedia.org/wiki/performance,http://en.wikipedia.org/wiki/thriller_(genre),political,http://en.wikipedia.org/wiki/Chris_Cooper_(actor),http://en.wikipedia.org/wiki/Laura_Linney,,,,
r1.csv,24,Sharply written impeccably acted and frequently funny political satire though its hard to shake the nagging feeling that its closer to the truth than wed like to think,http://en.wikipedia.org/wiki/satire,http://en.wikipedia.org/wiki/political_satire,http://en.wikipedia.org/wiki/feeling,,,,,,
r1.csv,25,With a cast that believed in one another and a writerdirector who believed he didnt have to follow up Superbad with SuperEvenBadder Adventureland is the kind of adventure we could all use more of,http://en.wikipedia.org/wiki/superbad_(film),http://en.wikipedia.org/wiki/Adventureland_(film),http://en.wikipedia.org/wiki/Film_director,,,,,,
r1.csv,26,John Lee Hancock handles this Disney production with at least some taste and skill,http://en.wikipedia.org/wiki/skill,http://en.wikipedia.org/wiki/John_Lee_Hancock,disney,http://en.wikipedia.org/wiki/The_Walt_Disney_Company,,,,,
r1.csv,27,Youll leave the theater bruised and battered but youll be happy about it,,,,,,,,,
r1.csv,28,a sad story that supports the idea of child killers as often victims themselves the far less passionately defended point of view,http://en.wikipedia.org/wiki/idea,,,,,,,,
r1.csv,29,The Aviator has Oscar nominations written all over it including for Scorsese who massages this sprawling epic into one of the most interesting films of the year,http://en.wikipedia.org/wiki/martin_scorsese,http://en.wikipedia.org/wiki/nomination,http://en.wikipedia.org/wiki/film,,,,,,
r1.csv,30,If only every ArabIsraeli conflict could be resolved with Biblical wisdom worthy of Solomon rather than with bombs and bullets,http://en.wikipedia.org/wiki/bullet,http://en.wikipedia.org/wiki/bomb,http://en.wikipedia.org/wiki/wisdom,http://en.wikipedia.org/wiki/solomon,http://en.wikipedia.org/wiki/Arab?Israeli_conflict,,,,
r1.csv,31,A classic in the literature of illness brought to the screen with all its creative juices intact the film salutes the firepower of imagination as a lifegiver and a lifesustainer,http://en.wikipedia.org/wiki/film,http://en.wikipedia.org/wiki/imagination,lifegiver,,,,,,
r1.csv,32,These spooky woods are a dangerous setting  here we find desperate braindead trailertrash with moral centres as hollow as the burnt out shacks of their meth misadventures,http://en.wikipedia.org/wiki/wood,http://en.wikipedia.org/wiki/moral,braindead,shack,,,,,
r1.csv,33,The brooding gothic romanticism of the source material plays right into Burtons cinematic wheelhouse,http://en.wikipedia.org/wiki/romanticism,http://en.wikipedia.org/wiki/material,bur,http://en.wikipedia.org/wiki/Tim_Burton,brooding,,,,
r1.csv,34,Ms Olsen a revelation throughout feeds every scene with poignancy Its an alarming but gratifying achievement,,,,,,,,,
r1.csv,35,Kitchen Stories is so subtle that many viewers will not be aware that its screamingly funny,http://en.wikipedia.org/wiki/awareness,http://en.wikipedia.org/wiki/Kitchen_Stories,,,,,,,
r1.csv,36,The fact that the hamster steals the film speaks volumes about the lack of fresh ingredients,http://en.wikipedia.org/wiki/fact,http://en.wikipedia.org/wiki/ingredient,http://en.wikipedia.org/wiki/hamster,http://en.wikipedia.org/wiki/film,http://en.wikipedia.org/wiki/volume,,,,
r1.csv,37,Chamber of Secrets will find millions of eager fans But if the essence of magic is its makebelieve promise of life that soars above the material realm this is the opposite of a truly magical movie,http://en.wikipedia.org/wiki/essence,http://en.wikipedia.org/wiki/hogwarts,http://en.wikipedia.org/wiki/harry_potter_and_the_chamber_of_secrets_(film),http://en.wikipedia.org/wiki/promise,http://en.wikipedia.org/wiki/millions,http://en.wikipedia.org/wiki/magic_(paranormal),http://en.wikipedia.org/wiki/film,http://en.wikipedia.org/wiki/material,http://en.wikipedia.org/wiki/fan_(person)
r1.csv,38,Dropping by on the same people every seven years like an old friend  or an unwelcome relative  Apted has constructed a peerless suspenseful work that develops character to a depth that would make Tolstoy jealous,http://en.wikipedia.org/wiki/jealousy,http://en.wikipedia.org/wiki/peerless,http://en.wikipedia.org/wiki/character_(arts),http://en.wikipedia.org/wiki/Michael_Apted,http://en.wikipedia.org/wiki/Leo_Tolstoy,,,,
r1.csv,39,As Harry Ron and Hermione enter the awkward stage the young people portraying them  Daniel Radcliffe Rupert Grint Emma Watson  grow ever more confident as professional actors,http://en.wikipedia.org/wiki/emma_watson,http://en.wikipedia.org/wiki/hermione_granger,http://en.wikipedia.org/wiki/daniel_radcliffe,http://en.wikipedia.org/wiki/actor,http://en.wikipedia.org/wiki/ron_weasley,http://en.wikipedia.org/wiki/professional,http://en.wikipedia.org/wiki/confidence,http://en.wikipedia.org/wiki/Rupert_Grint,
r1.csv,40,What does Honey do in the face of dilemma Come see this touching film to find out,http://en.wikipedia.org/wiki/film,http://en.wikipedia.org/wiki/dilemma,http://en.wikipedia.org/wiki/Honey_(2003_film),,,,,,
r1.csv,41,I had to ask myself am I really watching what is in essence Michael Bays Midsomer Murders I realized yes Yes I am,http://en.wikipedia.org/wiki/Michael_Bay,http://en.wikipedia.org/wiki/Midsomer_Murders,,,,,,,
r1.csv,42,I doubt anyones going to fall in love with this version but its a commendable addition to the canon that does a good job of condensing the story,,,,,,,,,
r1.csv,43,Murray is outstanding as the bearer of flawed maturity and gnawing melancholy,http://en.wikipedia.org/wiki/melancholia,http://en.wikipedia.org/wiki/maturity_(psychological),,,,,,,
r1.csv,44,Though it falters as a narrative Tony Takitani sticks in the mind with its poetic contemplativeness,http://en.wikipedia.org/wiki/narrative,http://en.wikipedia.org/wiki/tony_takitani,http://en.wikipedia.org/wiki/mind,,,,,,
r1.csv,45,Its soundofsilence narrative speaks louder than words and reveals the power of nuance and understatement,http://en.wikipedia.org/wiki/understatement,http://en.wikipedia.org/wiki/narrative,silence,nuance,,,,,
r1.csv,46,Deneuves combination of dignity and a determined ordinariness is just right while Depardieus lovelorn political beast is equally watchable,http://en.wikipedia.org/wiki/dignity,http://en.wikipedia.org/wiki/combination,deneuve,depardieu,ordinari,http://en.wikipedia.org/wiki/Catherine_Deneuve,http://en.wikipedia.org/wiki/G?rard_Depardieu,,
r1.csv,47,In his merciless new documentary This Film is Not Yet Rated director Kirby Dick sticks it to the MPAA finding enough hypocrisy and inconsistencies to justify scrapping the system for something entirely new,http://en.wikipedia.org/wiki/film_director,http://en.wikipedia.org/wiki/scrap,http://en.wikipedia.org/wiki/film,http://en.wikipedia.org/wiki/hypocrisy,http://en.wikipedia.org/wiki/documentary_film,http://en.wikipedia.org/wiki/this_film_is_not_yet_rated,en.wikipedia.org/wiki/Kirby_Dick,http://en.wikipedia.org/wiki/Motion_Picture_Association_of_America_film_rating_system,
r1.csv,48,A superbly done roller coaster of a scififantasy spectacle,http://en.wikipedia.org/wiki/roller_coaster,http://en.wikipedia.org/wiki/spectacle,,,,,,,
r1.csv,49,Itll be too light and frothy for some tastes but its bound to leave you with a warm glow,,,,,,,,,
r1.csv,50,The dedication the youngsters bring to their dancing is infectious and that gives this documentary a leg up,http://en.wikipedia.org/wiki/dedication,http://en.wikipedia.org/wiki/documentary_film,http://en.wikipedia.org/wiki/dance,http://en.wikipedia.org/wiki/Infection,,,,,
r1.csv,51,A Film Unfinished may not be the strangest makingof documentary youve ever seen It may however be the most affecting,http://en.wikipedia.org/wiki/film,http://en.wikipedia.org/wiki/documentary_film,en.wikipedia.org/wiki/A_Film_Unfinished,,,,,,
r1.csv,52,Certainly the hippest of Disneys animation Lilo  Stitch has more in common with Edward Scissorhands than Snow White,http://en.wikipedia.org/wiki/animation,http://en.wikipedia.org/wiki/edward_scissorhands,http://en.wikipedia.org/wiki/The_Walt_Disney_Company,Snow White,http://en.wikipedia.org/wiki/Lilo_&_Stitch_(film_series),hippest,,,
r1.csv,53,Director David Yates has finally found an ideal combination of exposition and emotion in his fourth consecutive Potter project Writer Steve Kloves neither wastes a word nor leaves out any essentials,http://en.wikipedia.org/wiki/film_director,http://en.wikipedia.org/wiki/word,http://en.wikipedia.org/wiki/exposition_(literary_technique),http://en.wikipedia.org/wiki/emotion,http://en.wikipedia.org/wiki/David_Yates,http://en.wikipedia.org/wiki/Steve_Kloves,http://en.wikipedia.org/wiki/Harry_Potter,,
r1.csv,54, lowkey in its approach with an unforced ring of truth ,http://en.wikipedia.org/wiki/truth,http://en.wikipedia.org/wiki/Lowkey,,,,,,,
r1.csv,55,Affable warm kinda boring,,,,,,,,,
r1.csv,56,A riveting love story that never flinches from the unsettling reality of a specific social issue or the universal joys that two people can bring to each others lives no matter how hard they try to bring agony to their own,http://en.wikipedia.org/wiki/reality,http://en.wikipedia.org/wiki/social_issue,agony,http://en.wikipedia.org/wiki/Romance_film,,,,,
r1.csv,57,It submerges its specialized cameras into some of the coolest underground forests and deserts uncovering a truly bizarre array of sea life,http://en.wikipedia.org/wiki/camera,http://en.wikipedia.org/wiki/desert,http://en.wikipedia.org/wiki/forest,http://en.wikipedia.org/wiki/Documentary_film,,,,,
r1.csv,58,The kind of familiar that astonishes with our inability to imagine it better than the way del Toro has,http://en.wikipedia.org/wiki/Guillermo_del_Toro,http://en.wikipedia.org/wiki/Benicio_del_Toro,,,,,,,
r1.csv,59,Daniel Craig gives a stunning performance the best Bond since Connery but the film shows strain between delivering the franchises basic goods and a fresh characterdriven tale,http://en.wikipedia.org/wiki/sean_connery,http://en.wikipedia.org/wiki/james_bond,http://en.wikipedia.org/wiki/film,http://en.wikipedia.org/wiki/performance_(film),http://en.wikipedia.org/wiki/Daniel_Craig,,,,
r1.csv,60,The best parts of this droll quietly witty drama have the ring of truth,http://en.wikipedia.org/wiki/truth,http://en.wikipedia.org/wiki/drama,,,,,,,
r1.csv,61,While a contrary viewpoint would have been welcome Gigantic A Tale of Two Johns is occasionally more than modestly successfula little like the band itself,http://en.wikipedia.org/wiki/modesty,http://en.wikipedia.org/wiki/Gigantic_(A_Tale_of_Two_Johns),,,,,,,
r1.csv,62,Much of the nearly twohour film consists of impassioned but lengthy speeches about interest rates deficits poverty and corruption This is no way to entertain an audience so Sissako throws in a few hastily drawn characters and a threadbare plot,http://en.wikipedia.org/wiki/plot_(narrative),http://en.wikipedia.org/wiki/entertainment,http://en.wikipedia.org/wiki/audience,http://en.wikipedia.org/wiki/interest_rate,http://en.wikipedia.org/wiki/film,http://en.wikipedia.org/wiki/poverty,http://en.wikipedia.org/wiki/corruption,http://en.wikipedia.org/wiki/Abderrahmane_Sissako,
r1.csv,63,They might as well have set Source Code at Gobblers Knob and queued up I Got You Babe every 10 minutes,http://en.wikipedia.org/wiki/Source_Code,http://en.wikipedia.org/wiki/I_Got_You_Babe,,,,,,,
r1.csv,64, thoughtprovoking propaganda ,http://en.wikipedia.org/wiki/propaganda,,,,,,,,
r1.csv,65,Do fish have dreams Do they dream of ominous iguanas perhaps Or maybe the disembodied breakdancing souls of freshly capped gangsters More to the point will Nicolas Cage ever make another movie that makes sense,http://en.wikipedia.org/wiki/gangster,http://en.wikipedia.org/wiki/fish,http://en.wikipedia.org/wiki/nicolas_cage,,,,,,
r1.csv,66,A masterful exploration of aging family bonds strength and loneliness As with all his films Leigh has reflected both the joy and the struggle of living a real life,http://en.wikipedia.org/wiki/real_life,http://en.wikipedia.org/wiki/film,http://en.wikipedia.org/wiki/family,http://en.wikipedia.org/wiki/loneliness,http://en.wikipedia.org/wiki/exploration,,,,
r1.csv,67,Ultimately about fathers and sons  but its also about the pleasures of telling a good story with retro charm to spare,,,,,,,,,
r1.csv,68,Even as a documentary this is one of the most audacious and energetic films of the year,http://en.wikipedia.org/wiki/documentary_film,,,,,,,,
r1.csv,69,Impressively directed with impeccable production design this is a noteperfect pastiche of a 1980s horror film thats both suspenseful and scary without resorting to cheap tricks,http://en.wikipedia.org/wiki/1980s,http://en.wikipedia.org/wiki/film,http://en.wikipedia.org/wiki/horror_film,,,,,,
r1.csv,70,It tells of a love affair so heady it generates goose bumps yet the story unfolds with such unfailing honesty that its characters become people we know their actions and words a reflection of our own experiences,http://en.wikipedia.org/wiki/honesty,http://en.wikipedia.org/wiki/storytelling,http://en.wikipedia.org/wiki/love,,,,,,
r1.csv,71,Gru is a wonderful creation the animation is consistently stylish and those little Gru helpers provide plenty of amusement as well,http://en.wikipedia.org/wiki/animation,,,,,,,,
r1.csv,72,An indie scifi movie Thats what the director Duncan Jones has put together to mostly inspired effect,http://en.wikipedia.org/wiki/film_director,http://en.wikipedia.org/wiki/science_fiction,dhttp://en.wikipedia.org/wiki/Duncan_Jones,,,,,,
r1.csv,73,I suspect you could turn the sound off and still be terrified amused and delighted,,,,,,,,,
r1.csv,74,It feels very stripped down and authentic and finely crafted,http://en.wikipedia.org/wiki/craft,,,,,,,,
r1.csv,75,Peter Weir crafts his film like Hitchcocks Lifeboat on steroids,http://en.wikipedia.org/wiki/peter_weir,http://en.wikipedia.org/wiki/steroid,http://en.wikipedia.org/wiki/craft,http://en.wikipedia.org/wiki/film,Hitchcocks ,,,,
r1.csv,76,Cedars powerfully detailed war film centers on Israels evacuation of the Southern Lebanese fortress but it also deals with broader issues survival camaraderie and the futility of war,http://en.wikipedia.org/wiki/war_film,http://en.wikipedia.org/wiki/israel,http://en.wikipedia.org/wiki/war,http://en.wikipedia.org/wiki/lebanon,http://en.wikipedia.org/wiki/film,,,,
r1.csv,77,The movie is more subtle than the trailers indicate,http://en.wikipedia.org/wiki/film,http://en.wikipedia.org/wiki/trailer_(promotion),,,,,,,
r1.csv,78,This movie is remarkable in that it seems to be interested only in facts,http://en.wikipedia.org/wiki/fact,http://en.wikipedia.org/wiki/Film,,,,,,,
r1.csv,79,Its a solid addition to the comicbookmovie genre,http://en.wikipedia.org/wiki/genre,http://en.wikipedia.org/wiki/Comic_book,http://en.wikipedia.org/wiki/Film,,,,,,
r1.csv,80,I suppose it was only a matter of time before Hong Kong director Wong Kar Wai fell into selfparody,http://en.wikipedia.org/wiki/film_director,http://en.wikipedia.org/wiki/hong_kong,http://en.wikipedia.org/wiki/Wong_Kar-wai,http://en.wikipedia.org/wiki/Self-parody,,,,,
r1.csv,81,The zippily edited doc is relentlessly entertaining with plenty of drama and even a few moments of dark humor,http://en.wikipedia.org/wiki/humour,http://en.wikipedia.org/wiki/drama,http://en.wikipedia.org/wiki/black_comedy,http://en.wikipedia.org/wiki/entertainment,http://en.wikipedia.org/wiki/Documentary_film,,,,
r1.csv,82,The approach to recording the story is everything its subjects arent,http://en.wikipedia.org/wiki/recording,,,,,,,,
r1.csv,83,You might not go out and buy the latest Slipknot album after seeing it but you will understand why some disenfranchised kid would,http://en.wikipedia.org/wiki/album,http://en.wikipedia.org/wiki/slipknot_(band),,,,,,,
r1.csv,84,Buried achieves the rare feat of being both deliriously enjoyable and relentlessly unpleasant The film  a furious fusion of Phone Booth Wait Until Dark 1408 and Cube  is a ninetyminute test of endurance,http://en.wikipedia.org/wiki/endurance,http://en.wikipedia.org/wiki/film,dark,http://en.wikipedia.org/wiki/Phone_Booth_(film),http://en.wikipedia.org/wiki/Cube_(film_series),en.wikipedia.org/wiki/Wait_Until_Dark_(film),en.wikipedia.org/wiki/Buried_(film),en.wikipedia.org/wiki/1408_(film)  ,
r1.csv,85,Thrilling impassioned and suspenseful as a spy caper The Cove could launch a new sensibility for environmental documentaries,http://en.wikipedia.org/wiki/documentary_film,en.wikipedia.org/wiki/The_Cove_(film),,,,,,,
r1.csv,86,A televisionsized adventure populated by thinly constructed sidekicks and a hero suffering from Han Solo envy,http://en.wikipedia.org/wiki/adventure,http://en.wikipedia.org/wiki/han_solo,http://en.wikipedia.org/wiki/hero,http://en.wikipedia.org/wiki/envy,http://en.wikipedia.org/wiki/sidekick,,,,
r1.csv,87,The music might have saved the film but instead Alan Menken who once gave us The Little Mermaid Beauty And The Beast and Aladdin now gives us a generic score,http://en.wikipedia.org/wiki/film,en.wikipedia.org/wiki/Aladin_(film),en.wikipedia.org/wiki/The_Little_Mermaid_(1989_film),en.wikipedia.org/wiki/Beauty_and_the_Beast_(1991_film),http://en.wikipedia.org/wiki/Alan_Menken,,,,
r1.csv,88,Noujaims documentary is clearly sympathetic to the journalists of AlJazeera who all seem to be professional intelligent and reasonable but it is not blindly biased,http://en.wikipedia.org/wiki/journalist,http://en.wikipedia.org/wiki/al_jazeera,http://en.wikipedia.org/wiki/documentary_film,http://en.wikipedia.org/wiki/professional,noujaim,http://en.wikipedia.org/wiki/Jehane_Noujaim,,,
r1.csv,89,a heck of a lot more fun than Avatar,en.wikipedia.org/wiki/Avatar_(2009_film),,,,,,,,
r1.csv,90,This is easily Oscar caliber work and absolutely Ms Moores best to date,http://en.wikipedia.org/wiki/academy_award,en.wikipedia.org/wiki/Julianne_Moore,,,,,,,
r1.csv,91,The film is an intriguingly superficial view of a famously deep man,http://en.wikipedia.org/wiki/film,,,,,,,,
r1.csv,92,An absorbing but fawning documentary about doomed artist JeanMichel Basquiat built around an old neverbeforeseen interview with him,http://en.wikipedia.org/wiki/artist,http://en.wikipedia.org/wiki/documentary_film,http://en.wikipedia.org/wiki/Jean-Michel_Basquiat,http://en.wikipedia.org/wiki/Interview,,,,,
r1.csv,93,You might not go out and buy the latest Slipknot album after seeing it but you will understand why some disenfranchised kid would,http://en.wikipedia.org/wiki/album,http://en.wikipedia.org/wiki/slipknot_(band),,,,,,,
r1.csv,94,Visually sonically and tonally 127 Hours is too often at odds with itself in competing for our attention,http://en.wikipedia.org/wiki/127_hours,http://en.wikipedia.org/wiki/attention,http://en.wikipedia.org/wiki/odds,http://en.wikipedia.org/wiki/competition,,,,,
r1.csv,95,A thin plot is outweighed by a masterful visual style a dream cast and some truly great cinematic moments,http://en.wikipedia.org/wiki/plot_(narrative),http://en.wikipedia.org/wiki/dream,,,,,,,
r1.csv,96,Bloodless compared to the Swedish original,,,,,,,,,
r1.csv,97,Kare Hedebrant as Oskar and Lina Leandersson as Eli both give incredibly sensitive performances,http://en.wikipedia.org/wiki/performance,http://en.wikipedia.org/wiki/K?re_Hedebrant,http://en.wikipedia.org/wiki/Lina_Leandersson,,,,,,
r1.csv,98,An intense sometimes sickening documentary about the abortion issue in the United States which reeks of brimstone,http://en.wikipedia.org/wiki/documentary_film,http://en.wikipedia.org/wiki/abortion,http://en.wikipedia.org/wiki/united_states,,,,,,
r1.csv,99,Another immensely subtle skilful emotional drama from the Belgian masters Perhaps not up with their spellbinding best  but if only everything at the movies was this disappointing,http://en.wikipedia.org/wiki/drama,en.wikipedia.org/wiki/Belgium,,,,,,,
r1.csv,100,Its enjoyably messy melodramatic entertainment,http://en.wikipedia.org/wiki/entertainment,http://en.wikipedia.org/wiki/melodrama,,,,,,,
