a1.csv,11,Finally  This is Sadao Watanabe at his finest  Backed by a superb group of all star backup musicians such as Eric Gale and Steve Gadd,http://en.wikipedia.org/wiki/backup,http://en.wikipedia.org/wiki/steve_gadd,http://en.wikipedia.org/wiki/musician,superb ,http://en.wikipedia.org/wiki/Eric_Gale,http://en.wikipedia.org/wiki/Sadao_Watanabe_(musician),],,,,
a1.csv,12,Ruggiero Ricci at his absolute best   We all should be fortunate that Ruggiero Ricci is a prolific recording artist and that every stage of his career is on disc. These 1952,http://en.wikipedia.org/wiki/career,http://en.wikipedia.org/wiki/musician,http://en.wikipedia.org/wiki/Ruggiero_Ricci,],,,,,,,
a1.csv,13,Third Volume of the Legend of Dance Music Series Highlighting Larry Levan;s Paradise Garage(This is an import released in Japan)    For some reason none of the websites that sell this CD have the tracklist,http://en.wikipedia.org/wiki/website,http://en.wikipedia.org/wiki/volume,http://en.wikipedia.org/wiki/Compact_Disc,http://en.wikipedia.org/wiki/Larry_Levan,http://en.wikipedia.org/wiki/Paradise_Garage,],,,,,
a1.csv,14,Something to listen to while sitting on a very different park bench  Let me get this through to you as soon as possible+ADs- This is not your (insert relative here);s Aqualung LP. This is not your Aqualung CD. If you really must know,http://en.wikipedia.org/wiki/aqualung_(musician),http://en.wikipedia.org/wiki/Bench_(furniture),],,,,,,,,
a1.csv,15, The Human League CRASHED literally on this one  It is hard to believe that the band that brought us such masterpieces as  Being Boiled  ,http://en.wikipedia.org/wiki/masterpiece,band,http://en.wikipedia.org/wiki/Being_Boiled,],,,,,,,
a1.csv,16,Great group of CD;s  I always give MOS a chance when it comes to their CD compilations,http://en.wikipedia.org/wiki/ministry_of_sound,http://en.wikipedia.org/wiki/Compilation_album,],,,,,,,,
a1.csv,17,Superb   Like Freddy And The Dreamers of the 60;s  This is a fantastic album.  Very upbeat with hidden dark passages...much like Freddy And The Dreamers of the 1960;s.  This is a great album to listen to time and time again....it sounds different each time I play it.  Beautiful and very soft and mello.  Cuckoo ForCeltic     ,http://en.wikipedia.org/wiki/cuckoo,http://en.wikipedia.org/wiki/album,http://en.wikipedia.org/wiki/listen_(song),http://en.wikipedia.org/wiki/freddie_and_the_dreamers,fantastic,],,,,,
a1.csv,18,Too Great of An Album,http://en.wikipedia.org/wiki/album,great,],,,,,,,,
a1.csv,19,BREATH TAKING   This CD has left me speechless  It was such a pleasant surprise and I have been hooked since my first listen.  I;m a H U G E Meshell fan,http://en.wikipedia.org/wiki/fan_(person),pleasant surprise,http://en.wikipedia.org/wiki/Meshell_Ndegeocello,http://en.wikipedia.org/wiki/Compact_Disc,],,,,,,
a1.csv,20,Heartfelt,],,,,,,,,,,
a1.csv,21,Intestine Shaka  I was down on my luck and empty on the bottle when I heard the screeching ape squeels of Darwin Harcklefarber oozing from ten foot speakers in a local ghetto for the first time. I ordered it from Amazon that afternoon,http://en.wikipedia.org/wiki/Amazon.com,],,,,,,,,,
a1.csv,22,Great Jazz,http://en.wikipedia.org/wiki/jazz,great,],,,,,,,,
a1.csv,23,Another UNKLE classic  If you like creative beats and eclectic breaks   this is for you.     ,http://en.wikipedia.org/wiki/eclecticism_in_music,http://en.wikipedia.org/wiki/classic,http://en.wikipedia.org/wiki/beat_(music),],,,,,,,
a1.csv,24, Opening the doors for melodic death metal...   Always  was an album truly before its time.   Released in 1993 ,http://en.wikipedia.org/wiki/album,http://en.wikipedia.org/wiki/melodic_death_metal,1993,],,,,,,,
a1.csv,25,Even 22 Years Later,],,,,,,,,,,
a1.csv,26,A Real Disappointment  After really enjoying the Amici Forever album,http://en.wikipedia.org/wiki/album,http://en.wikipedia.org/wiki/disappointment,http://en.wikipedia.org/wiki/Amici_Forever,],,,,,,,
a1.csv,27,TY for the suggestion to buy from amazon.uk   I love this 2 cd set,http://en.wikipedia.org/wiki/amazon.com,2 cd ,],,,,,,,,
a1.csv,28,Nirvana ripped them off  If you buy this album,http://en.wikipedia.org/wiki/nirvana_(band),http://en.wikipedia.org/wiki/album,],,,,,,,,
a1.csv,29,...my review pt.2  let me just add to my review below,http://en.wikipedia.org/wiki/review,],,,,,,,,,
a1.csv,30,very good listen  overall NIN,http://en.wikipedia.org/wiki/listen_(song),very good,],,,,,,,,
a1.csv,31,some of the BEST MUSIC you could ever buy  i;m relatively new to the coil listening experience. (thats what it is)   an experience. yet,],,,,,,,,,,
a1.csv,32,Very good  Hey This is a really good prog band. Maybe the best in Europe. 1 star? You;re just kidding Pablo.     ,http://en.wikipedia.org/wiki/europe,http://en.wikipedia.org/wiki/Progressive_rock,],,,,,,,,
a1.csv,33,Unconditionally Guaranteed  This is a really good album. Some say that this is the worst album of Beefheart,http://en.wikipedia.org/wiki/album,http://en.wikipedia.org/wiki/Captain_Beefheart,],,,,,,,,
a1.csv,34,Good for techno fans,http://en.wikipedia.org/wiki/techno,http://en.wikipedia.org/wiki/fan_(person),],,,,,,,,
a1.csv,35, Music to my ears  If you were disappointed by Darude;s  Before The Storm  album and want to find better songs from him ,http://en.wikipedia.org/wiki/ear,http://en.wikipedia.org/wiki/song,http://en.wikipedia.org/wiki/darude,http://en.wikipedia.org/wiki/Before_the_Storm_(Darude_album),],,,,,,
a1.csv,36,An underlooked DJ  Tomcraft is an often underlooked DJ. According to DJ Mag,http://en.wikipedia.org/wiki/tomcraft,http://en.wikipedia.org/wiki/dj_magazine,],,,,,,,,
a1.csv,37,This song is a classic  If you have ever been to a club before,http://en.wikipedia.org/wiki/club,http://en.wikipedia.org/wiki/classic,],,,,,,,,
a1.csv,38,Give it a chance  This is the first song that I have listened to from Angel City. It;s an interesting one with catchy tunes. I;m not familar with Angel City or Lara Mcallen,Angel City,http://en.wikipedia.org/wiki/Lara_McAllen,],,,,,,,,
a1.csv,39,Can you say Jigga Jigga?  If you;re not familiar with techno,http://en.wikipedia.org/wiki/techno,],,,,,,,,,
a1.csv,40,Can you say Jigga Jigga?  If you;re not familiar with techno,http://en.wikipedia.org/wiki/techno,],,,,,,,,,
a1.csv,41,Another hit by Milk Inc  The Sun Always Shines On TV is another great hit by the Belgian group Milk Inc. The song is very easy to listen to and the vocals done by Linda Mertens are absolutely wonderful. The beat is very catchy. I;ve listened to Milk Inc;s songs for quite some time now,http://en.wikipedia.org/wiki/listen_(song),http://en.wikipedia.org/wiki/belgium,http://en.wikipedia.org/wiki/Linda_Mertens,http://en.wikipedia.org/wiki/Milk_Inc.,http://en.wikipedia.org/wiki/The_Sun_Always_Shines_on_T.V.,http://en.wikipedia.org/wiki/Beat_(music),],,,,
a1.csv,42,Wonderful but flawed  First the good news. This album brings together many of the most powerful and enchanting performances by Shirley Bassey and,http://en.wikipedia.org/wiki/performance,http://en.wikipedia.org/wiki/album,http://en.wikipedia.org/wiki/Shirley_Bassey,],,,,,,,
a1.csv,43,how does this relate to anne?  I HAVE TO SAY THESE CELTIC SONGS ARE GREAT BUT TO BE MORE EXACT,http://en.wikipedia.org/wiki/song,http://en.wikipedia.org/wiki/Celts,],,,,,,,,
a1.csv,44,When I was in Paris....  A few weeks ago,http://en.wikipedia.org/wiki/paris,],,,,,,,,,
a1.csv,45, Interesting Music  One reviewer called this album  Disappointing ,http://en.wikipedia.org/wiki/album,http://en.wikipedia.org/wiki/review,],,,,,,,,
a1.csv,46,Ohhh Soooo Goooood      People of Earth....Here are 14 songs from Powderfinger;s front man....each one a gem. This is truly wonderful. Don;t let the price of this CD stop you...it;s well worth the cash. If you have time,http://en.wikipedia.org/wiki/cash,http://en.wikipedia.org/wiki/gemstone,http://en.wikipedia.org/wiki/powderfinger,http://en.wikipedia.org/wiki/Compact_Disc,],,,,,,
a1.csv,47,What was he thinking?  I can not believe that this turned out so badly. I was waiting forever for the re release,http://en.wikipedia.org/wiki/release_(music),],,,,,,,,,
a1.csv,48,This Isn;t Your Fathers PdP   WOW What a recording and what a change of style for the new PdP. There is still some resemblence to the other material,http://en.wikipedia.org/wiki/father,http://en.wikipedia.org/wiki/recording,],,,,,,,,
a1.csv,49,What a pleasant surprise  I have always enjoyed Ange,http://en.wikipedia.org/wiki/surprise_(emotion),],,,,,,,,,
a1.csv,50,Mystical Folk Rock  I just listened to this for the first time. It is really wonderful and refreshing. The interplay between musicians is quite magical actually,http://en.wikipedia.org/wiki/magic_(paranormal),http://en.wikipedia.org/wiki/mysticism,http://en.wikipedia.org/wiki/musician,http://en.wikipedia.org/wiki/folk_rock,http://en.wikipedia.org/wiki/Interplay,],,,,,
a1.csv,51,80;s High Tech with Rock Emotion  Although all of Mr Hines work is high quality,http://en.wikipedia.org/wiki/high_tech,http://en.wikipedia.org/wiki/rock_music,http://en.wikipedia.org/wiki/emotion,http://en.wikipedia.org/wiki/1980s,http://en.wikipedia.org/wiki/Earl_Hines,],,,,,
a1.csv,52,A combination of all Oldfields ingrediants and talents.  I thought,http://en.wikipedia.org/wiki/thought,http://en.wikipedia.org/wiki/Oldfields,http://en.wikipedia.org/wiki/Ingredient,],,,,,,,
a1.csv,53,top  3 trance songs of all time  Yes,http://en.wikipedia.org/wiki/song,http://en.wikipedia.org/wiki/trance,],,,,,,,,
a1.csv,54,mislabeled..but this cd is on fire   Yes,],,,,,,,,,,
a1.csv,55,worth the price  Ive recenlty become enamored to the AVB sound that has become pure ear candy.   After hearing his 004 Transparance and some of remixes,http://en.wikipedia.org/wiki/sound,http://en.wikipedia.org/wiki/remix,http://en.wikipedia.org/wiki/price,],,,,,,,
a1.csv,56,perfectly orchestrated album  This double album was definitely worth the price. The first album has some beautiful melodies. The first track is a good one to start out with. The second track is the beautiful melodic Way OUt West Mindcircus. From there,http://en.wikipedia.org/wiki/double_album,http://en.wikipedia.org/wiki/orchestration,http://en.wikipedia.org/wiki/song,http://en.wikipedia.org/wiki/album,http://en.wikipedia.org/wiki/melody,],,,,,
a1.csv,57,Finally his journey has started  My opinions might be subjective since I like Tarkan a lot and I am Turkish.  I believe Tarkan is the best Turkish singer in Turkey  ...  and he is one of the best in the world,http://en.wikipedia.org/wiki/turkish_people,http://en.wikipedia.org/wiki/tarkan_(singer),http://en.wikipedia.org/wiki/turkey,],,,,,,,
a1.csv,58, .   i had just introduced one of my friends to hikki and was complaining to him that she hadnt come out with anything since end of 2002. so i took a trip to her website and saw the announcement for her new single. after the disappointment of exodus,http://en.wikipedia.org/wiki/website,http://en.wikipedia.org/wiki/single_(baseball),http://en.wikipedia.org/wiki/great_disappointment,http://en.wikipedia.org/wiki/Hikaru_Utada_discography,http://en.wikipedia.org/wiki/Exodus_(Hikaru_Utada_album),http://en.wikipedia.org/wiki/Hikaru_Utada,],,,,
a1.csv,59,and i wish it wish it could have been better...  I had big expectations for this CD.  After ;Eternal Nightcap;,http://en.wikipedia.org/wiki/great_expectations,http://en.wikipedia.org/wiki/Eternal_Nightcap,http://en.wikipedia.org/wiki/Compact_Disc,],,,,,,,
a1.csv,60,Fine debut Solo album from former LRB lead singer.  This record was made almost immeadiatly after Glenn left LRB in early 1982. The album was produced by John Boylan who had produced the LRB albums Diamantina Cocktail,http://en.wikipedia.org/wiki/solo_album,http://en.wikipedia.org/wiki/Diamantina_Cocktail,http://en.wikipedia.org/wiki/John_Boylan_(record_producer),http://en.wikipedia.org/wiki/Little_River_Band,http://en.wikipedia.org/wiki/Singer-songwriter,http://en.wikipedia.org/wiki/Glenn_Shorrock,],,,,
a1.csv,61,A Definite Step Back  Maybe I was expecting way too much.  I would easily give EOE and NFB 5 stars each.  This album is just way too bland.  Even the hooks don;t get me.  Hard to explain   it;s just very average,http://en.wikipedia.org/wiki/album,],,,,,,,,,
a1.csv,62,One of Bolan;s best.   I bought this cd thinking it would have a few decent songs after reading the reviews,http://en.wikipedia.org/wiki/song,http://en.wikipedia.org/wiki/Marc_Bolan,],,,,,,,,
a1.csv,63,get this one  Get THIS cd cover (white,],,,,,,,,,,
a1.csv,64, Best track isn;t even on the album  I bought this album the day it came out in the U.S. with high hopes after loving  Back To The Egg .  Boy oh boy ,http://en.wikipedia.org/wiki/song,http://en.wikipedia.org/wiki/album,http://en.wikipedia.org/wiki/united_states,http://en.wikipedia.org/wiki/Back_to_the_Egg,],,,,,,
a1.csv,65,Very good album,http://en.wikipedia.org/wiki/album,],,,,,,,,,
a1.csv,66, great song  ok ok i;ve only heard one Powderfinger song which is called  Grave Concern . It was on a muti artist disc put out  in 1994 by  Kahlua liquor and Juice magazine.This is one of the most powerfully sonic songs i have ever heard.Crank up your speakers and run the cats  ,http://en.wikipedia.org/wiki/song,http://en.wikipedia.org/wiki/cat,http://en.wikipedia.org/wiki/artist,http://en.wikipedia.org/wiki/powderfinger,http://en.wikipedia.org/wiki/Grave_Concern,http://en.wikipedia.org/wiki/Juice_(magazine),],,,,
a1.csv,67,This is not Planet P  Beware,],,,,,,,,,,
a1.csv,68,listen here...  please don;t listen to some of the other reviews of this album who say its boring or too long.if you are mature enough to appreciate good musicianship and good melody than this is a must buy.the 22 minute track is how they did it sometimes in those days and its refreshing in this day and age to hear.it rocks.it is easy going at times but still very enjoyable.     ,http://en.wikipedia.org/wiki/song,http://en.wikipedia.org/wiki/album,http://en.wikipedia.org/wiki/review,http://en.wikipedia.org/wiki/musician,http://en.wikipedia.org/wiki/hearing_(sense),http://en.wikipedia.org/wiki/boredom,http://en.wikipedia.org/wiki/melody,],,,
a1.csv,69,A proper reveiw on Nightwish for a change.  THIS ALBUM SUCKS. ANYBODY SUCKERING YOU INTO BUYING IT SUCKS.  ANYBODY THAT GIVES THIS MORE THAN 1 STAR SUCKS.  TO SOME UP,http://en.wikipedia.org/wiki/album,http://en.wikipedia.org/wiki/nightwish,],,,,,,,,
a1.csv,70,Misleading Title  After purchasing this CD I was shocked to discover it was not Bread,http://en.wikipedia.org/wiki/bread_(band),http://en.wikipedia.org/wiki/Compact_Disc,],,,,,,,,
a1.csv,71,Mr. Young   the patriot  Amazing,http://en.wikipedia.org/wiki/Neil_Young,],,,,,,,,,
a1.csv,72,the best specials album  This is a great album. It is not really ;live; it;s not recorded before an audience,http://en.wikipedia.org/wiki/audience,http://en.wikipedia.org/wiki/recording,http://en.wikipedia.org/wiki/album,],,,,,,,
a1.csv,73,Shoulda been a contender.  Terry Reid had everything go wrong during his career (lack of promotion,http://en.wikipedia.org/wiki/promoter_(entertainment),http://en.wikipedia.org/wiki/career,http://en.wikipedia.org/wiki/Terry_Reid,],,,,,,,
a1.csv,74,There;s A Big Difference Between Good And Great  First off I want to say i;m a fan of Chris Rea,http://en.wikipedia.org/wiki/Chris_Rea,http://en.wikipedia.org/wiki/Fan_(person),],,,,,,,,
a1.csv,75,Incredible  Little Things,],,,,,,,,,,
a1.csv,76, Searching for meaning   and finding it  I just typed  Hasselhoff  into an online German English translator ,http://en.wikipedia.org/wiki/meaning_(linguistics),http://en.wikipedia.org/wiki/translation,http://en.wikipedia.org/wiki/typing,http://en.wikipedia.org/wiki/David_Hasselhoff,],,,,,,
a1.csv,77,Warm  This was the third album Mathis made for Columbia,http://en.wikipedia.org/wiki/columbia_records,http://en.wikipedia.org/wiki/Johnny_Mathis,http://en.wikipedia.org/wiki/Columbia_Records,http://en.wikipedia.org/wiki/Warm_(album),],,,,,,
a1.csv,78,BEWARE This is an Asian Group It is NOT JUDE from AMERICA  This CD is all in another language.  It is not JUDE as we know him.  It is JUDE,Asian Group,http://en.wikipedia.org/wiki/Asia,http://en.wikipedia.org/wiki/United_States,http://en.wikipedia.org/wiki/Compact_Disc,http://en.wikipedia.org/wiki/Jude_(singer),],,,,,
a1.csv,79,The absolute best jazz vocal album ever  If I could give 10 stars to this album,http://en.wikipedia.org/wiki/jazz,http://en.wikipedia.org/wiki/album,http://en.wikipedia.org/wiki/star,],,,,,,,
a1.csv,80,Heartbreaking and Gorgeous  The premise and songs on Watertown will affect anyone who has been through a divorce. Sinatra;s imperfect voice makes his performance all the more moving. He conveys pain,http://en.wikipedia.org/wiki/affection,http://en.wikipedia.org/wiki/imperfect,http://en.wikipedia.org/wiki/song,http://en.wikipedia.org/wiki/premise,http://en.wikipedia.org/wiki/divorce,http://en.wikipedia.org/wiki/Frank_Sinatra,http://en.wikipedia.org/wiki/Watertown_(album),],,,
a1.csv,81,Original  When you pass by a CD shelf in a store,http://en.wikipedia.org/wiki/Compact_Disc,],,,,,,,,,
a1.csv,82,Awesome CD   but go for the US Import (it;s cheaper )  Disc O zone does not in any way fit into my collection. Tom Waits,http://en.wikipedia.org/wiki/compact_disc,http://en.wikipedia.org/wiki/tom_waits,http://en.wikipedia.org/wiki/united_states,],,,,,,,
a1.csv,83,The Ultimate Sound  When I die and waft to heaven upon wings feathered with sound and  emotions,http://en.wikipedia.org/wiki/emotion,],,,,,,,,,
a1.csv,84,He had me from Airhead  When I first heard ;Airhead; on the radio,http://en.wikipedia.org/wiki/airhead,http://en.wikipedia.org/wiki/Radio,],,,,,,,,
a1.csv,85,FAB  this is a great CD of an awesome Portuguese Rock band     ,http://en.wikipedia.org/wiki/portugal,http://en.wikipedia.org/wiki/Compact_Disc,http://en.wikipedia.org/wiki/Rock_music,],,,,,,,
a1.csv,86,Excentric  this is as far the most strange and excentric McCArtney album ever.he closed himself in a studio with sythesisers,http://en.wikipedia.org/wiki/studio,http://en.wikipedia.org/wiki/album,http://en.wikipedia.org/wiki/Paul_McCartney,http://en.wikipedia.org/wiki/Synthesizer,],,,,,,
a1.csv,87, ...Good times coming   Press to play  features one of paul best songs ever   these are  Strangehold    amazing rocker  Talk more talk    tribute to peter gabriel sound...  Good times coming    psychedelic reagge funk  Footprints    haunting ballad  Press    cheerfull dancefloor hit  Prettly little head    dark and mystical trip to subconcious  However absurd    beatless styled ballad. the rest of songs are not that good but it really doesn;t matter if you got these songs because they make this album. Paul experiments here with modern sounds     Pretty little head  or  Talk more talk  are his only songs like this he ever made... Oue de soleil  from FLOWERS IN THE DIRT is propably the end of his flirting with modern electronic beats that he started here. Paul showed his wierd side here   definitly one of his most interesting and bizzare songs are here...      ,http://en.wikipedia.org/wiki/psychedelic_music,http://en.wikipedia.org/wiki/ballad,http://en.wikipedia.org/wiki/flowers_in_the_dirt,http://en.wikipedia.org/wiki/darkness,http://en.wikipedia.org/wiki/funk,http://en.wikipedia.org/wiki/peter_gabriel,http://en.wikipedia.org/wiki/song,http://en.wikipedia.org/wiki/album,],,
a1.csv,88,Back to the Egg  it is definitly one of Paul;s most interesting and bizzare albums   he mixes here so many conventions and style such as Zeppelin styled hard rock,http://en.wikipedia.org/wiki/zeppelin,http://en.wikipedia.org/wiki/hard_rock,http://en.wikipedia.org/wiki/Paul_McCartney,http://en.wikipedia.org/wiki/Back_to_the_Egg,],,,,,,
a1.csv,89, what happened to Mike?  This is his weakest album ever since.even on his weak albums he wrote some tunes that were stayig in head more than 1 hour.here all songs are boring and sleepy...after 3 listenings you can;t remember any catchy or nice riff (maybe except sweet  Return to origin ).saimple and unoriginal new age music.perfect for listening in expensive hotel elevators      ,http://en.wikipedia.org/wiki/hotel,http://en.wikipedia.org/wiki/elevator_music,http://en.wikipedia.org/wiki/song,http://en.wikipedia.org/wiki/album,],,,,,,
a1.csv,90, A CLASS ACT  I am a 35 yr old male who recently discovered this late great entertainer through a wonderful Spanish radio station (92.3 CLASSICA 92) that specializes in those great songs of yesteryear  this collection brings together all of the albums that Nino recorded during his all too brief lifetime. Passion and soul infuse every number....the songs are timeless ....  in this world of Britneys and Justins and Jessica Simpsons sadly topping the charts....it is nice to have recordings like these to show us that having a voice and being able to actually sing a song without any  machine support  is what its all about  Nino was a true class act and his musical legacy will always live on.....buy this compilation you will not be disappointed      ,http://en.wikipedia.org/wiki/radio_broadcasting,http://en.wikipedia.org/wiki/passion_(emotion),http://en.wikipedia.org/wiki/song,http://en.wikipedia.org/wiki/jessica_simpson,http://en.wikipedia.org/wiki/spain,http://en.wikipedia.org/wiki/Britney_Spears,http://en.wikipedia.org/wiki/Justin_Timberlake,],,,
a1.csv,91, A wonderful retelling of some of Tull;s greatest songs  Aqualung is considered a  classic rock  album ,http://en.wikipedia.org/wiki/Classic_rock,http://en.wikipedia.org/wiki/Jethro_Tull_(band),http://en.wikipedia.org/wiki/Aqualung_(Jethro_Tull_album),http://en.wikipedia.org/wiki/Rock_music,],,,,,,
a1.csv,92,Best so far   This album is great fun,http://en.wikipedia.org/wiki/album,],,,,,,,,,
a1.csv,93,WOW  This is the greatest music ever made.  This is the shallowest music ever made.  It is so profound.  It is darker than their earlier albums,http://en.wikipedia.org/wiki/album,Darker,],,,,,,,,
a1.csv,94,surprised  i always forget about import cds  I of course haven;t heard of this album in the States like on radio stations or whatever   but was surprised at how much Matt Bellamy sounds just like Thom Yorke.. which made me pretty happy.  The music is different even though their voices are similar.   If you really know nothing about the band (which I didn;t prior to buying this cd) then something decent to go by is this: if you like Thom Yorke;s voice (from Radiohead) and the moody tunes that Radiohead puts out... add a little more rock to that and you have Muse.  At least on this cd.  Songs 1 5 on this cd blew my mind,http://en.wikipedia.org/wiki/radio_broadcasting,http://en.wikipedia.org/wiki/import,http://en.wikipedia.org/wiki/radiohead,http://en.wikipedia.org/wiki/compact_disc,http://en.wikipedia.org/wiki/album,http://en.wikipedia.org/wiki/rock_music,http://en.wikipedia.org/wiki/Thom_Yorke,http://en.wikipedia.org/wiki/Matthew_Bellamy,],,
a1.csv,95, Amazing  If you already own  Frances the Mute  and have truely gotten to know it ,http://en.wikipedia.org/wiki/Frances_the_Mute,],,,,,,,,,
a1.csv,96,Ultimate Millie  This is Millie doing what she does best telling it like it is. I have been a fan for awhile and she always seems to amaze me. She is definitely an entertainer worth having in your collection. If you think her recordings are something,http://en.wikipedia.org/wiki/recording,http://en.wikipedia.org/wiki/fan_(person),http://en.wikipedia.org/wiki/entertainment,http://en.wikipedia.org/wiki/Millie_Jackson,],,,,,,
a1.csv,97,Fueron lo m ximo hasta que...  Definitivamente,],,,,,,,,,,
a1.csv,98, Be Warned: This Is  NOT  the Beulah You;re Thinking Of...  There;s only one  Beulah  ,http://en.wikipedia.org/wiki/Beulah_(singer),],,,,,,,,,
a1.csv,99,Rednecks love him too  Me and my man were cruising for a real romantic night on the town.  We had left our 14 children with their grandfather,http://en.wikipedia.org/wiki/child,http://en.wikipedia.org/wiki/redneck,http://en.wikipedia.org/wiki/grandparent,],,,,,,,
a1.csv,100,Cliff Richard : King of UK music  Cliff Richard is the most sucessfull domestic recoring artist of all time with over 120 U.K hit singles under his belt,http://en.wikipedia.org/wiki/hit_single,http://en.wikipedia.org/wiki/cliff,http://en.wikipedia.org/wiki/artist,http://en.wikipedia.org/wiki/belt_(clothing),http://en.wikipedia.org/wiki/united_kingdom,http://en.wikipedia.org/wiki/Cliff_Richard,],,,,
